Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2
1924,DFSS_AgencySiteLies_2012.csv,"Board Trustees-City
Colleges of Chicago Kennedy-King College",710 W 65th Building Z ,60621,6025481,,,,,,,"Board Trustees-City
Colleges of Chicago",,,,,,,,,,,www.ccc.edu,Phyllis Daniels-Ward,Guadalupe Pacias,,,,,,
1925,DFSS_AgencySiteLies_2012.csv,"Board Trustees-City
Colleges of Chicago Malcolm X College",1900 W. Van Buren ,60612,8507176,,,,,,,"Board Trustees-City
Colleges of Chicago",,,,,,,,,,,www.ccc.edu,Phyllis Daniels-Ward,Aisha Ruther,,,,,,
1926,DFSS_AgencySiteLies_2012.csv,"Board Trustees-City
Colleges of Chicago Olive-Harvey College",10001 S. Woodlawn ,60628,2916317,,,,,,,"Board Trustees-City
Colleges of Chicago",,,,,,,,,,,www.ccc.edu,Phyllis Daniels-Ward,Tiffany Carter,,,,,,
1927,DFSS_AgencySiteLies_2012.csv,"Board Trustees-City
Colleges of Chicago Truman College",1145 W. Wilson Ave ,60640,8784740,,,,,,,"Board Trustees-City
Colleges of Chicago",,,,,,,,,,,www.ccc.edu,Phyllis Daniels-Ward,Dexter Smith,,,,,,
1928,DFSS_AgencySiteLies_2012.csv,"Carole Robertson Center
For Learning Carole  Robertson Center-2929",2929 W. 19th St. ,60623,5211600,,,,,,,"Carole Robertson Center
For Learning",,,,,,,,,,,www.crcl.net,Gail Nelson,Ruby Walker,,,,,,
1929,DFSS_AgencySiteLies_2012.csv,"Carole Robertson Center
For Learning Carole Robertson Center -
3701(OGDEN)",3701 W. Ogden ,60623,5228400,,,,,,,"Carole Robertson Center
For Learning",,,,,,,,,,,www.crcl.net,Gail Nelson,Tracey Young,,,,,,
1930,DFSS_AgencySiteLies_2012.csv,"Carole Robertson Center
For Learning Carole Robertson Center-2020",2020 W. Roosevlet Rd ,60608,2437300,,,,,,,"Carole Robertson Center
For Learning",,,,,,,,,,,www.crcl.net,Gail Nelson,Betty Lee,,,,,,
1931,DFSS_AgencySiteLies_2012.csv,"Catholic Charities of the
Archdiocese of Chicago Chicago Lawn",3001 W. 59th St. ,60629,9251085,,,,,,,"Catholic Charities of the
Archdiocese of Chicago",,,,,,,,,,,www.catholiccharities.net,Laura Rios,Virginia Carrillo,,,,,,
1932,DFSS_AgencySiteLies_2012.csv,"Catholic Charities of the
Archdiocese of Chicago Grace Mission",5332 S. Western ,60609,4761990,,,,,,,"Catholic Charities of the
Archdiocese of Chicago",,,,,,,,,,,www.catholiccharities.net,Laura Rios,Francine Johnson,,,,,,
1933,DFSS_AgencySiteLies_2012.csv,"Catholic Charities of the
Archdiocese of Chicago Our Lady of Lourdes",1449 S. Keeler ,60623,5213126,,,,,,,"Catholic Charities of the
Archdiocese of Chicago",,,,,,,,,,,www.catholiccharities.net,Laura Rios,Deborah O'Brien,,,,,,
1934,DFSS_AgencySiteLies_2012.csv,"Catholic Charities of the
Archdiocese of Chicago Our Lady of Tepeyac",2414 S. Albany ,60623,2775888,,,,,,,"Catholic Charities of the
Archdiocese of Chicago",,,,,,,,,,,www.catholiccharities.net,Laura Rios,Petra Gutierrez,,,,,,
1935,DFSS_AgencySiteLies_2012.csv,"Catholic Charities of the
Archdiocese of Chicago St. Joseph",4800 S. Paulina ,60609,9272524,,,,,,,"Catholic Charities of the
Archdiocese of Chicago",,,,,,,,,,,www.catholiccharities.net,Laura Rios,Janice  Williams,,,,,,
1936,DFSS_AgencySiteLies_2012.csv,Centers For New Horizons Altgeld I,941 E. 132nd St. ,60627,4683055,,,,,,,Centers For New Horizons,,,,,,,,,,,www.cnh.org,"Sokoni Karanja, Pres.",Gloria Lawson,,,,,,
1937,DFSS_AgencySiteLies_2012.csv,Centers For New Horizons Effie Ellis,4301 S Cottage Grove ,60653,5489839,,,,,,,Centers For New Horizons,,,,,,,,,,,www.cnh.org,"Sokoni Karanja, Pres.",Valerie Jones,,,,,,
1938,DFSS_AgencySiteLies_2012.csv,Centers For New Horizons Ida B. Wells at Dawson,3901 S. State ,60609,5367864,,,,,,,Centers For New Horizons,,,,,,,,,,,www.cnh.org,"Sokoni Karanja, Pres.",Carolyn Terry,,,,,,
1939,DFSS_AgencySiteLies_2012.csv,Chicago Child Care Society Chicago Child Care Society,5467 S University Ave ,60615,6430452,,,,,,,Chicago Child Care Society,,,,,,,,,,,www.cccsociety.org,Pamela Flowers-Thomas,Elizabeth Rogers,,,,,,
1940,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association A-Z Mall World",2629 S Lawndale ,60623,77352211561150,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,,,,,,,
1941,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Betty's Daycare Academy",5725 W Chicago Ave ,60651,2611433,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Betty Hughes,,,,,,
1942,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Chicago Urban Daycare",1248 W 69th St ,60636,4833555,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Rene Jordan,,,,,,
1943,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Children's World",3356 S. Ashland ,60609,5230100,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Paula Montilla,,,,,,
1944,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Computer Preschool Academy",1400 W Garfield Blvd ,60609,6275000,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Paris Woody,,,,,,
1945,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Diversey Day Care","3007 W Diversey, Chicago ",60647,3427777,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Sharon Holiday,,,,,,,,
1946,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Eyes on the Future",6969 N. Ravenswood ,60626,9730771,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Azieb  Gebrehiiwet,,,,,,
1947,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Guadalupano Family Center",1814 S. Paulina ,60639,6663883,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Esmeralda Arroyo,,,,,,
1948,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Joyful Noise Day Care",4843 W North Ave ,60639,2525990,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Maria Gonzalez,,,,,,
1949,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Kiddie Garden Little Angels",4235 S Kedzie Ave ,60632,3928199,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Sandra McPherson,,,,,,
1950,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Kimball Day Care",1636 N Kimball Ave ,60647,2357200,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Alberta Varda,,,,,,
1951,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Little People's Day Care",7428 N Rogers Ave ,60626,7612305,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Reyna Nava,,,,,,
1952,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Los Pequenos Angelitos",3711 W 55th St ,60632,7355827,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Angeles Nunez,,,,,,
1953,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association My Precious Little Angels",7012 W North Ave ,60707,6371708,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Doris Gadberry,,,,,,
1954,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Nia Family Center",744 N. Monticello ,60612,7220115,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Erica Barbara,,,,,,
1955,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Panda Montessori",6921 N. Ridge ,60645,3386755,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Angela Perry,,,,,,
1956,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Paulo Freire",1653 W. 43rd St ,60609,8266260,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Nilda Vargas,,,,,,
1957,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Rainbow Daycare",3250 W Irving Park Rd ,60618,4788182,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,James Limson,,,,,,
1958,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association St Catherine's - St. Lucy School",27 Washington Oak Park IL 60302,,3865286,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Sister Marion Cypser,,,,,,,,
1959,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Taylor Center for New
Experiences",1633 N. Hamlin ,60647,2278551,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Vanessa Powell,,,,,,
1960,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Tots Express Learning Center",1705 E 87th St ,60617,7218687,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Clara Cureton,,,,,,
1961,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association V & J Day Care Center",1 E 113th St ,60628,7853940,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Reaver Barlow-Bell,,,,,,
1962,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Aldridge, Ira F.",630 E. 131st St. ,60827,5355614,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Vincent Payne,,,,,,
1963,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Altgeld, John P.",7007 S. Loomis ,60636,5353250,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Gloria Davis,,,,,,
1964,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Azuela, Mariano",4707 W. Marquette ,60629,5357395,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Carmen Navarro,,,,,,
1965,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Barton, Clara",7650 S. Wolcott Ave ,60620,5353260,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Frank Gettridge,,,,,,
1966,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Beethoven, Ludwig V.",25 W. 47th St. ,60609,5351480,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Dyrice Garner,,,,,,
1967,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Beidler, Jacob",3151 W. Walnut ,60612,5346811,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr Charles Anderson,,,,,,
1968,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Bethune, Mary McLeod",3033  W. Arthington ,60612,5346890,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Zipporah Hightower,,,,,,
1969,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Bond, Carrie Jacobs","7050 S. May, Chicago ",60621,5353480,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Valesta Cobbs,,,,,,,,
1970,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Bradwell, Myra",7736 S. Burnham ,60649,5356600,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Bennette/Kimberly Henderson,,,,,,
1971,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Brown, Ronald",12607 S Union ,60628,5355385,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Gale Baker,,,,,,
1972,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Brunson Math & Science, Milton",932 N. Central ,60651,5346025,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Carol Wilson,,,,,,
1973,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Burke, Edmond",5356 S. King Dr ,60615,5351325,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Nicholas Gaines,,,,,,
1974,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Cameron, Daniel R.",1234 N. Monticello ,60651,5344290,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Stephen D Harden,,,,,,
1975,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Cardenas, Lazaro",2345 S. Millard ,60623,5341475,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Dr. Jeremy Feiwell,,,,,,
1976,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Carson, Rachel",5516 S. Mapplewood Ave ,60629,5359222,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Javier Arriola-Lopez,,,,,,
1977,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Cather, Willa",2908 W. Washington Blvd. ,60612,5346780,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Hattie B. King,,,,,,
1978,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Chalmers, Thomas",2745 W. Roosevelt ,60608,5341720,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Kent Nolen,,,,,,
1979,DFSS_AgencySiteLies_2012.csv,Chicago Public Schools Chase Elementary,2021 N. Point St ,60647,5344185,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Raquel Saucedo,,,,,,
1980,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Chopin, Frederic",2450 W. Rice ,60622,5344080,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Antuanette  Mester,,,,,,
1981,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Claremont Math and Science
Academy",2300 W. 64th St. ,60636,5358110,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mrs. Rebecca L. Stinson,,,,,,
1982,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Cockrell, Oneida",30 East 61st Street ,60637,5350650,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Rashid Shabazz,,,,,,
1983,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Cooper Dual Language
Academy, Peter",1624 W. 19th Street ,60608,5347205,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Martha Monrroy,,,,,,
1984,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Corkery, Daniel",2510 S Kildare Ave ,60623,5341650,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Bertha Arredondo,,,,,,
1985,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Curtis, George W.",32 East 115th Street ,60628,5355050,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Evelyn Robbins,,,,,,
1986,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Daley, Richard J.",5024 S Wolcott Ave ,60609,5359091,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Rhonda Hoskins,,,,,,
1987,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Davis, Nathan",3014 W. 39th Place ,60632,5354540,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Santos Gomez,,,,,,
1988,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Deneen, Charles S.",7257 S. State ,60619,5353035,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Annise Lewis,,,,,,
1989,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools DePriest, Oscar",139 S Parkside Ave ,60639,5346800,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Minnie Watson,,,,,,
1990,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Dett, R. Nathaniel",2306 West Maypole ,60612,5347160,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Deborah J. Bonner,,,,,,
1991,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Dodge Renaissance Academy, Mary Mapes",2651 West Washington ,60612,5346640,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Edward Morris/Debra Moriarty,,,,,,
1992,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Doolittle, James R.",535 East 35th Street ,60653,5351040,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Lauren Norwood,,,,,,
1993,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Dulles, John Foster",6311 South Calumet ,60637,5350690,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Pamela Creed,,,,,,
1994,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Dvorak Math & Science Tech
Academy, Anton",3615 West 16th ,60623,5341690,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Alma Thompson,,,,,,
1995,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Eberhart, John F.",3400 W 65th Pl. ,60629,5359190,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Nneka Gunn,,,,,,
1996,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Edwards, Richard",4950 S. LaPorte ,60632,5352000,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mrs. Judith Sauri,,,,,,
1997,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Ellington, Edward ""Duke"" K.",243 North Parkside ,60644,5346361,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Shirley M. Scott,,,,,,
1998,DFSS_AgencySiteLies_2012.csv,Chicago Public Schools Esmond Elementary,1865 West Montvale ,60643,5352650,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Dr. Angela Tucker,,,,,,
1999,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Finkl, William F.",2332 S Western Ave. ,60608,5355850,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Abelino Quintero,,,,,,
2000,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Fiske, John",6145 South Ingleside ,60637,5350990,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Cynthia Miller,,,,,,
2001,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Fuller, Melville W.",4214 S. St. Lawrence ,60653,5351687,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms Camilla Young,,,,,,
2002,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Fulton, Robert",5300 S. Hermitage ,60609,5359000,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Cherie Novak,,,,,,
2003,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Funston, Frederick",2010 N Central Park ,60647,5344125,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Nilma Osiecki,,,,,,
2004,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Gale Comm. Acad., Stephen F.",1631 W. Jonquil Terrace ,60626,5342100,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Cassandra Washington,,,,,,
2005,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Gary, Joseph E.",3740 W. 31st St. ,60623,5341455,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Alberto  Juarez,,,,,,
2006,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Goldblatt, Nathan R.",4257 W. Adams ,60624,5346860,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Yvette R. Currington,,,,,,
2007,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Goudy, William C.",5120 N. Winthrop ,60640,5342480,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Pamela S. Brandt,,,,,,
2008,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Graham, Alexander",4436 S. Union ,60609,5351308,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. John Nichols,,,,,,
2009,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Gresham, Walter Q.",8524 S. Green ,60620,5353350,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Diedrus U. Brown,,,,,,
2010,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Guggenheim, Simon",7141 S. Morgan St. ,60621,5353587,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Vikki Stokes,,,,,,
