Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2
2329,ECE Chicago Find a School scrape.csv, Bethel New Life,1120 N. Lamon ,60651,6267760,,,,,,Austin,,,,,,,,,,,,,CP,,,,,,,
2330,ECE Chicago Find a School scrape.csv, Bethune,3030 W. Arthington ,60612,5346890,,,,,,East Garfield Park,,,,,,,,,,,,,HS-HD,,,,,,,
2331,ECE Chicago Find a School scrape.csv, Blaine,1420 W. Grace ,60613,5345750,,,,,,Lake View,,,,,,,,,,,,,TB,,,,,,,
2332,ECE Chicago Find a School scrape.csv, Blaine,1420 W. Grace ,60613,5345750,,,,,,Lake View,,,,,,,,,,,,,PFA-REG,,,,,,,
2333,ECE Chicago Find a School scrape.csv, Bond,7050 S. May ,60621,5353480,,,,,,Englewood,,,,,,,,,,,,,HS-HD,,,,,,,
2334,ECE Chicago Find a School scrape.csv, Bontemps,1241 W. 58th St ,60636,5359175,,,,,,West Englewood,,,,,,,,,,,,,PFA-REG,,,,,,,
2335,ECE Chicago Find a School scrape.csv, Boone,6710 N. Washtenaw ,60645,5342160,,,,,,West Ridge,,,,,,,,,,,,,PFA-REG TS,,,,,,,
2336,ECE Chicago Find a School scrape.csv, Bouchet,7355 S. Jefferey Blvd. ,60649,5350501,,,,,,South Shore,,,,,,,,,,,,,PFA-REG,,,,,,,
2337,ECE Chicago Find a School scrape.csv, Bradwell,7736 S. Burnhan ,60649,5356600,,,,,,South Shore,,,,,,,,,,,,,HS-HD,,,,,,,
2338,ECE Chicago Find a School scrape.csv, Brennemann,4251 N. Clarendon ,60613,5345766,,,,,,Uptown,,,,,,,,,,,,,PFA-REG,,,,,,,
2339,ECE Chicago Find a School scrape.csv, Brentano,2723 N. Fairfield ,60647,5344100,,,,,,Logan Square,,,,,,,,,,,,,PFA-REG,,,,,,,
2340,ECE Chicago Find a School scrape.csv, Bridge,3800 N. New England ,60634,5343718,,,,,,Dunning,,,,,,,,,,,,,PFA-REG,,,,,,,
2341,ECE Chicago Find a School scrape.csv, Bright,10740 S. Calhoun ,60617,5356215,,,,,,South Deering,,,,,,,,,,,,,PFA-REG,,,,,,,
2342,ECE Chicago Find a School scrape.csv, Brighton Park,3825 S. Washtenaw Ave. ,60632,5357235,,,,,,Brighton Park,,,,,,,,,,,,,PFA-REG,,,,,,,
2343,ECE Chicago Find a School scrape.csv, Brown,54 N. Hermitage ,60612,5347250,,,,,,Near West Side,,,,,,,,,,,,,PFA-REG,,,,,,,
2344,ECE Chicago Find a School scrape.csv, Brown Academy,12607 S. Union ,60628,5355385,,,,,,West Pullman,,,,,,,,,,,,,HS-HD,,,,,,,
2345,ECE Chicago Find a School scrape.csv, Brownell,6741 S. Michigan ,60637,5353030,,,,,,Greater Grand Crossing,,,,,,,,,,,,,PFA-REG,,,,,,,
2346,ECE Chicago Find a School scrape.csv, Brunson,932 N. Central Av ,60651,5346025,,,,,,Austin,,,,,,,,,,,,,HS-HD,,,,,,,
2347,ECE Chicago Find a School scrape.csv, Budlong,2701 W. Foster ,60625,5342591,,,,,,Lincoln Square,,,,,,,,,,,,,PFA-REG,,,,,,,
2348,ECE Chicago Find a School scrape.csv, Burbank,2035 N. Mobile ,60639,5343000,,,,,,Belmont Cragin,,,,,,,,,,,,,PFA-REG,,,,,,,
2349,ECE Chicago Find a School scrape.csv, Burke,5356 S. King Dr. ,60615,5351325,,,,,,Washington Park,,,,,,,,,,,,,HS-HD,,,,,,,
2350,ECE Chicago Find a School scrape.csv, Burley,1630 W. Barry ,60657,5345475,,,,,,Lake View,,,,,,,,,,,,,PFA-REG,,,,,,,
2351,ECE Chicago Find a School scrape.csv, Burley,1630 W. Barry ,60657,5345475,,,,,,Lake View,,,,,,,,,,,,,TB,,,,,,,
2352,ECE Chicago Find a School scrape.csv, Burnside,650 E. 91st Pl. ,60619,5353300,,,,,,Chatham,,,,,,,,,,,,,PFA-REG,,,,,,,
2353,ECE Chicago Find a School scrape.csv, Burr,1621 W. Wabansia ,60622,5344090,,,,,,West Town,,,,,,,,,,,,,TB,,,,,,,
2354,ECE Chicago Find a School scrape.csv, Burr,1621 W. Wabansia ,60622,5344090,,,,,,West Town,,,,,,,,,,,,,PFA-REG,,,,,,,
2355,ECE Chicago Find a School scrape.csv, Burroughs,3542 S. Washtenaw Ave. ,60632,5357226,,,,,,Brighton Park,,,,,,,,,,,,,PFA-REG TS,,,,,,,
2356,ECE Chicago Find a School scrape.csv, Caldwell (Blended),8546 S. Cregier ,60617,5356300,,,,,,Avalon Park,,,,,,,,,,,,,PFA-REG,,,,,,,
2357,ECE Chicago Find a School scrape.csv, Calhoun,2833 W. Adams Street ,60612,5346940,,,,,,East Garfield Park,,,,,,,,,,,,,PFA-REG,,,,,,,
2358,ECE Chicago Find a School scrape.csv, Cameron,1234 N. Monticello ,60651,5344290,,,,,,Humboldt Park,,,,,,,,,,,,,HS-HD,,,,,,,
2359,ECE Chicago Find a School scrape.csv, Cardenas Modular,2406 S. Central Park Ave ,60623,5341475,,,,,,South Lawndale,,,,,,,,,,,,,HS-HD,,,,,,,
2360,ECE Chicago Find a School scrape.csv, Carnegie,1414 E. 61st Pl. ,60637,5350530,,,,,,Woodlawn,,,,,,,,,,,,,PFA-REG,,,,,,,
2361,ECE Chicago Find a School scrape.csv, Carole Robertson,2929 W. 19th St. ,60623,5211600,,,,,,South Lawndale,,,,,,,,,,,,,CP,,,,,,,
2362,ECE Chicago Find a School scrape.csv, Carole Robertson I/T,2929 W. 19th St. ,60623,5211600,,,,,,South Lawndale,,,,,,,,,,,,,CP,,,,,,,
2363,ECE Chicago Find a School scrape.csv, Carole Robertson Jubilee,3701 W. Ogden ,60623,5211680,,,,,,North Lawndale,,,,,,,,,,,,,CP,,,,,,,
2364,ECE Chicago Find a School scrape.csv, Carole Robertson Jubilee I/T,3701 W. Ogden ,60623,5211680,,,,,,North Lawndale,,,,,,,,,,,,,CP,,,,,,,
2365,ECE Chicago Find a School scrape.csv, Carroll/ Rosenwald Br,2541 W. 80th St ,60652,5359355,,,,,,Ashburn,,,,,,,,,,,,,PFA-REG,,,,,,,
2366,ECE Chicago Find a School scrape.csv, Carson (Dual Lang.),5516 S. Maplewood ,60629,5359222,,,,,,Gage Park,,,,,,,,,,,,,HS-HD,,,,,,,
2367,ECE Chicago Find a School scrape.csv, Carter,5740 S. Michgan Ave. ,60637,5350860,,,,,,Washington Park,,,,,,,,,,,,,PFA-REG,,,,,,,
2368,ECE Chicago Find a School scrape.csv, Casals,3501 W. Potomac ,60651,5344444,,,,,,Humboldt Park,,,,,,,,,,,,,PFA-REG,,,,,,,
2369,ECE Chicago Find a School scrape.csv, Cather,2908 W. Washington ,60612,5346780,,,,,,East Garfield Park,,,,,,,,,,,,,HS-HD,,,,,,,
2370,ECE Chicago Find a School scrape.csv, Catholic Charities-Cordi-Marian,1100 S. May St. ,60607,6663787,,,,,,Near West Side,,,,,,,,,,,,,CP,,,,,,,
2371,ECE Chicago Find a School scrape.csv, Catholic Charities-Cordi-Marian I/T,1100 S. May St. ,60607,6663787,,,,,,Near West Side,,,,,,,,,,,,,CP,,,,,,,
2372,ECE Chicago Find a School scrape.csv, Catholic Charities-Grace Mission,5332 S. Western ,60609,4761900,,,,,,Gage Park,,,,,,,,,,,,,CP,,,,,,,
2373,ECE Chicago Find a School scrape.csv, Catholic Charities-Our Lady of Lourdes,1449 S. Keeler ,60623,5213126,,,,,,North Lawndale,,,,,,,,,,,,,CP,,,,,,,
2374,ECE Chicago Find a School scrape.csv, Catholic Charities-Our Lady of Lourdes I/T,1449 S. Keeler ,60623,5213126,,,,,,North Lawndale,,,,,,,,,,,,,CP,,,,,,,
2375,ECE Chicago Find a School scrape.csv, Catholic Charities-St Mark,1041 N. Campbell ,60622,7726606,,,,,,West Town,,,,,,,,,,,,,CP,,,,,,,
2376,ECE Chicago Find a School scrape.csv, Catholic Charities-St Mel Holy Ghost,4215 W. West End ,60624,5331556,,,,,,West Garfield Park,,,,,,,,,,,,,CP,,,,,,,
2377,ECE Chicago Find a School scrape.csv, Centers For New Horizons Altgeld,941 E. 132nd St ,60627,4683055,,,,,,Riverdale,,,,,,,,,,,,,CP,,,,,,,
2378,ECE Chicago Find a School scrape.csv, Centers For New Horizons Altgeld II,941 E. 132nd St ,60627,4683055,,,,,,Riverdale,,,,,,,,,,,,,CP,,,,,,,
2379,ECE Chicago Find a School scrape.csv, Centers For New Horizons E.L. Hoard ELC,3948 S. State  ,60609,5362187,,,,,,Grand Boulevard,,,,,,,,,,,,,CP,,,,,,,
2380,ECE Chicago Find a School scrape.csv, Centers For New Horizons Ida B. Wells ELC,3641 S. Rhodes  ,60653,3733640,,,,,,Douglas,,,,,,,,,,,,,CP,,,,,,,
2381,ECE Chicago Find a School scrape.csv, Centers For New Horizons James Pitts ELC,226 E. 43rd St  ,60653,6240061,,,,,,Grand Boulevard,,,,,,,,,,,,,CP,,,,,,,
2382,ECE Chicago Find a School scrape.csv, Centers For New Horizons Robert Taylor,5140 S. Federal  ,60609,5360510,,,,,,Washington Park,,,,,,,,,,,,,CP,,,,,,,
2383,ECE Chicago Find a School scrape.csv, Centers For New Horizons Stateway,3663 S. Wabash ,60609,3735673,,,,,,Douglas,,,,,,,,,,,,,CP,,,,,,,
2384,ECE Chicago Find a School scrape.csv, Centers For New Horizons Washington Pk,6225 S. Wabash ,60637,6672065,,,,,,Washington Park,,,,,,,,,,,,,CP,,,,,,,
2385,ECE Chicago Find a School scrape.csv, Central Batist Bridgeport,3053 S. Normal ,60616,8425566,,,,,,Bridgeport,,,,,,,,,,,,,CP,,,,,,,
2386,ECE Chicago Find a School scrape.csv, Central Batist Bridgeport I/T,3053 S. Normal ,60616,8425566,,,,,,Bridgeport,,,,,,,,,,,,,CP,,,,,,,
2387,ECE Chicago Find a School scrape.csv, Chalmers,2745 W. Roosevelt Rd. ,60608,5341720,,,,,,North Lawndale,,,,,,,,,,,,,HS-HD,,,,,,,
2388,ECE Chicago Find a School scrape.csv, Chappell,2135 W. Foster ,60625,5342390,,,,,,Lincoln Square,,,,,,,,,,,,,PFA-REG,,,,,,,
2389,ECE Chicago Find a School scrape.csv, Chase,2021 N. Point St. ,60647,5344185,,,,,,Logan Square,,,,,,,,,,,,,HS-HD,,,,,,,
2390,ECE Chicago Find a School scrape.csv, Chavez (Yr Round),4747 S. Marshfield ,60609,5354600,,,,,,New City,,,,,,,,,,,,,PFA-REG,,,,,,,
2391,ECE Chicago Find a School scrape.csv, Chesterfield Tom Thumb,9214 S. Cottage Grove ,60619,8473985,,,,,,Chatham,,,,,,,,,,,,,CP,,,,,,,
2392,ECE Chicago Find a School scrape.csv, Chicago Academy,3400 N. Austin ,60634,5343885,,,,,,Dunning,,,,,,,,,,,,,PFA-REG,,,,,,,
2393,ECE Chicago Find a School scrape.csv, Chicago Child Care Society,5467 S. University ,60615,2562450,,,,,,Hyde Park,,,,,,,,,,,,,CP,,,,,,,
2394,ECE Chicago Find a School scrape.csv, Chicago Commons Guadalupano,1814 S. Paulina ,60608,6663883,,,,,,Lower West Side,,,,,,,,,,,,,CP,,,,,,,
2395,ECE Chicago Find a School scrape.csv, Chicago Commons NEW CITY,4600 S. McDowell ,60609,3761657,,,,,,New City,,,,,,,,,,,,,CP,,,,,,,
2396,ECE Chicago Find a School scrape.csv, Chicago Commons NIA,744 N. Monticelo ,60624,8263770,,,,,,Humboldt Park,,,,,,,,,,,,,CP,,,,,,,
2397,ECE Chicago Find a School scrape.csv, Chicago Commons PauloFreire,1653 W. 43rd St ,60609,8266260,,,,,,New City,,,,,,,,,,,,,CP,,,,,,,
2398,ECE Chicago Find a School scrape.csv, Chicago Commons Taylor Center,1633 N. Hamlin  ,60647,2278551,,,,,,Humboldt Park,,,,,,,,,,,,,CP,,,,,,,
2399,ECE Chicago Find a School scrape.csv, Chicago International Charter-Basil Campus,1824 W. Garfield Blvd. ,60609,8630652,,,,,,New City,,,,,,,,,,,,,CP,,,,,,,
2400,ECE Chicago Find a School scrape.csv, Chicago State University,9501 S. King Dr. ,60628,9952556,,,,,,Roseland,,,,,,,,,,,,,CP,,,,,,,
2401,ECE Chicago Find a School scrape.csv, Chicago Urban Day School,1248 W. 69th St. ,60636,4833555,,,,,,West Englewood,,,,,,,,,,,,,CP,,,,,,,
2402,ECE Chicago Find a School scrape.csv, Chicago Youth Centers Centro Nuestro,1501 N. Harding ,60651,2785837,,,,,,Humboldt Park,,,,,,,,,,,,,CP,,,,,,,
2403,ECE Chicago Find a School scrape.csv, Children's Dev Inst Morgan Pk,10928 S. Halsted ,60628,9950600,,,,,,Morgan Park,,,,,,,,,,,,,CP,,,,,,,
2404,ECE Chicago Find a School scrape.csv, Children's Dev Inst Morgan Pk I/T,10928 S. Halsted ,60628,9950600,,,,,,Morgan Park,,,,,,,,,,,,,CP,,,,,,,
2405,ECE Chicago Find a School scrape.csv, Children's Dev Inst So Shore,7037 S. Stony Island ,60649,3633200,,,,,,South Shore,,,,,,,,,,,,,CP,,,,,,,
2406,ECE Chicago Find a School scrape.csv, Children's Dev Inst So Shore I/T,7037 S. Stony Island ,60649,3633200,,,,,,South Shore,,,,,,,,,,,,,CP,,,,,,,
2407,ECE Chicago Find a School scrape.csv, Children's Home Englewood Family Center,5958 S. Marshfield ,60636,4766998,,,,,,West Englewood,,,,,,,,,,,,,CP,,,,,,,
2408,ECE Chicago Find a School scrape.csv, Children's Home Viva Family Center,2516 W. Division ,60602,2526313,,,,,,West Town,,,,,,,,,,,,,CP,,,,,,,
2409,ECE Chicago Find a School scrape.csv, Children's Place Family Center,1800 N. Humboldt ,60622,3959193,,,,,,Logan Square,,,,,,,,,,,,,CP,,,,,,,
2410,ECE Chicago Find a School scrape.csv, ChildServ Humboldt,4909 W. Division ,60651,8677350,,,,,,Austin,,,,,,,,,,,,,CP,,,,,,,
2411,ECE Chicago Find a School scrape.csv, ChildServ Lawndale,4909 W. Division ,60651,8677350,,,,,,North Lawndale,,,,,,,,,,,,,CP,,,,,,,
2412,ECE Chicago Find a School scrape.csv, ChildServ St. Matthew,1000 N. Orleans  ,60610,9443403,,,,,,Near North Side,,,,,,,,,,,,,CP,,,,,,,
2413,ECE Chicago Find a School scrape.csv, ChildServ West Englewood,1711 W. Garfield Blvd. ,60636,8677350,,,,,,West Englewood,,,,,,,,,,,,,CP,,,,,,,
2414,ECE Chicago Find a School scrape.csv, Chinese Amer Svc Lea 3,310 W. 24th Place ,60616,7910509,,,,,,Armour Square,,,,,,,,,,,,,CP,,,,,,,
2415,ECE Chicago Find a School scrape.csv, Chipper Preschool,8225 S. Kedzie ,60652,7785757,,,,,,Ashburn,,,,,,,,,,,,,CP,,,,,,,
2416,ECE Chicago Find a School scrape.csv, Chopin,2450 W. Rice ,60622,5344080,,,,,,West Town,,,,,,,,,,,,,HS-HD,,,,,,,
2417,ECE Chicago Find a School scrape.csv, Christopher House Buena Park,4303 N. Kenmore ,60613,8830788,,,,,,Uptown,,,,,,,,,,,,,CP,,,,,,,
2418,ECE Chicago Find a School scrape.csv, Christopher House Eastwood,850 W. Eastwood ,60640,2719403,,,,,,Uptown,,,,,,,,,,,,,CP,,,,,,,
2419,ECE Chicago Find a School scrape.csv, Christopher House Greenview,2507 N. Greenview ,60614,4721083,,,,,,Lincoln Park,,,,,,,,,,,,,CP,,,,,,,
2420,ECE Chicago Find a School scrape.csv, Christopher House Lakeshore,850 W. Eastwood ,60640,2719403,,,,,,Uptown,,,,,,,,,,,,,CP,,,,,,,
2421,ECE Chicago Find a School scrape.csv, Christopher House Logan Sq,2610 N. Francisco ,60647,2354073,,,,,,Logan Square,,,,,,,,,,,,,CP,,,,,,,
2422,ECE Chicago Find a School scrape.csv, Christopher House Palmer Sq,2140 N. Richmond ,60647,7728693,,,,,,Logan Square,,,,,,,,,,,,,CP,,,,,,,
2423,ECE Chicago Find a School scrape.csv, Christopher House Uptown,4701 N. Winthorp ,60640,7694540,,,,,,Uptown,,,,,,,,,,,,,CP,,,,,,,
2424,ECE Chicago Find a School scrape.csv, Christopher House Uptown I/T,4701 N. Winthorp ,60640,7694540,,,,,,Uptown,,,,,,,,,,,,,CP,,,,,,,
2425,ECE Chicago Find a School scrape.csv, City Colleges Daley,7500 S. Pulaski ,60652,8387562,,,,,,West Lawn,,,,,,,,,,,,,CP,,,,,,,
2426,ECE Chicago Find a School scrape.csv, City Colleges Daley Semester Program,7500 S. Pulaski ,60652,8387562,,,,,,West Lawn,,,,,,,,,,,,,CP,,,,,,,
2427,ECE Chicago Find a School scrape.csv, City Colleges Kennedy King,6800 S. Wentworth ,60621,6025481,,,,,,Greater Grand Crossing,,,,,,,,,,,,,CP,,,,,,,
2428,ECE Chicago Find a School scrape.csv, City Colleges Malcolm X,1900 W. VanBuren ,60612,8507176,,,,,,Near West Side,,,,,,,,,,,,,CP,,,,,,,
2429,ECE Chicago Find a School scrape.csv, City Colleges Olive Harvey,10001 S. Woodlawn ,60628,2916315,,,,,,Pullman,,,,,,,,,,,,,CP,,,,,,,
2430,ECE Chicago Find a School scrape.csv, City Colleges Truman,1145 W. Wilson ,60640,9074741,,,,,,Uptown,,,,,,,,,,,,,CP,,,,,,,
2431,ECE Chicago Find a School scrape.csv, Claremont,2300 W. 64th St ,60636,5358110,,,,,,Chicago Lawn,,,,,,,,,,,,,HS-HD,,,,,,,
2432,ECE Chicago Find a School scrape.csv, Clark,1045 S. Monitor Ave ,60644,5346225,,,,,,Austin,,,,,,,,,,,,,PFA-REG,,,,,,,
2433,ECE Chicago Find a School scrape.csv, Clay,13231 S.Burley ,60633,5355600,,,,,,Hegewisch,,,,,,,,,,,,,PFA-REG,,,,,,,
2434,ECE Chicago Find a School scrape.csv, Cleveland,3121 W. Byron ,60618,5345130,,,,,,Irving Park,,,,,,,,,,,,,PFA-REG,,,,,,,
2435,ECE Chicago Find a School scrape.csv, Clinton,6110 N. Fairfield ,60659,5342025,,,,,,West Ridge,,,,,,,,,,,,,PFA-REG,,,,,,,
2436,ECE Chicago Find a School scrape.csv, Cockrell,30 E. 61St ,60637,5350650,,,,,,Washington Park,,,,,,,,,,,,,HS-HD,,,,,,,
2437,ECE Chicago Find a School scrape.csv," Colemon, Johnnie",1441 W. 119th St. ,60643,5353975,,,,,,West Pullman,,,,,,,,,,,,,PFA-REG,,,,,,,
2438,ECE Chicago Find a School scrape.csv, Coles,8441 S. Yates ,60617,5356550,,,,,,South Chicago,,,,,,,,,,,,,PFA-REG,,,,,,,
2439,ECE Chicago Find a School scrape.csv, Columbia Explorers,4520 S. Kedzie ,60632,5354050,,,,,,Brighton Park,,,,,,,,,,,,,HS-HD,,,,,,,
2440,ECE Chicago Find a School scrape.csv, Columbus,1003 N. Leavitt ,60622,5344350,,,,,,West Town,,,,,,,,,,,,,PFA-REG,,,,,,,
2441,ECE Chicago Find a School scrape.csv, Cook,8150 S. Bishop ,60620,5353315,,,,,,Auburn Gresham,,,,,,,,,,,,,PFA-REG,,,,,,,
2442,ECE Chicago Find a School scrape.csv, Coonley,4046 N. Leavitt ,60618,5345140,,,,,,North Center,,,,,,,,,,,,,PFA-REG,,,,,,,
2443,ECE Chicago Find a School scrape.csv, Cooper,1624 W. 19Th St. ,60608,5347205,,,,,,Lower West Side,,,,,,,,,,,,,HS-HD,,,,,,,
2444,ECE Chicago Find a School scrape.csv, Corkery,2510 S. Kildare  ,60623,5341650,,,,,,South Lawndale,,,,,,,,,,,,,HS-HD,,,,,,,
2445,ECE Chicago Find a School scrape.csv, Courtenay,1726 W. Berteau ,60613,5345790,,,,,,Lake View,,,,,,,,,,,,,PFA-REG,,,,,,,
2446,ECE Chicago Find a School scrape.csv, Creative Mansion,4745 S. Ellis ,60615,2686066,,,,,,Kenwood,,,,,,,,,,,,,CP,,,,,,,
2447,ECE Chicago Find a School scrape.csv, Crown,2128 S. St. Louis Ave ,60623,5341680,,,,,,North Lawndale,,,,,,,,,,,,,PFA-REG,,,,,,,
2448,ECE Chicago Find a School scrape.csv, Cuffe,8324 S. Racine ,60620,5358250,,,,,,Auburn Gresham,,,,,,,,,,,,,PFA-REG,,,,,,,
2449,ECE Chicago Find a School scrape.csv, Curtis,32 E. 115Th St. ,60628,5355050,,,,,,Roseland,,,,,,,,,,,,,HS-HD,,,,,,,
2450,ECE Chicago Find a School scrape.csv, Daley,5024 S. Wolcott ,60609,5359091,,,,,,New City,,,,,,,,,,,,,HS-HD,,,,,,,
2451,ECE Chicago Find a School scrape.csv, Darwin,3116 W. Belden ,60647,5344110,,,,,,Logan Square,,,,,,,,,,,,,PFA-REG,,,,,,,
2452,ECE Chicago Find a School scrape.csv, Davis,3014 W. 39th Pl ,60632,5354540,,,,,,Brighton Park,,,,,,,,,,,,,HS-HD,,,,,,,
2453,ECE Chicago Find a School scrape.csv, Dawes,3810 W. 81st Pl. ,60652,5352350,,,,,,Ashburn,,,,,,,,,,,,,PFA-REG,,,,,,,
