Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2
2454,ECE Chicago Find a School scrape.csv, De Diego,1313 N. Claremont ,60622,5344451,,,,,,West Town,,,,,,,,,,,,,PFA-REG,,,,,,,
2455,ECE Chicago Find a School scrape.csv, Delano,3905 W. Wilcox ,60624,5346450,,,,,,West Garfield Park,,,,,,,,,,,,,CPC-FD,,,,,,,
2456,ECE Chicago Find a School scrape.csv, Deneen,7257 S. State ,60619,5353035,,,,,,Greater Grand Crossing,,,,,,,,,,,,,HS-HD,,,,,,,
2457,ECE Chicago Find a School scrape.csv, Dett,2306 W. Maypole ,60612,5347160,,,,,,Near West Side,,,,,,,,,,,,,HS-FD,,,,,,,
2458,ECE Chicago Find a School scrape.csv, Dever,3436 N. Osceola ,60634,5343090,,,,,,Dunning,,,,,,,,,,,,,PFA-REG,,,,,,,
2459,ECE Chicago Find a School scrape.csv, Dewey CPC,638 W. 54Th Pl. ,60609,5351671,,,,,,New City,,,,,,,,,,,,,CPC-HD,,,,,,,
2460,ECE Chicago Find a School scrape.csv, Dewey CPC,638 W. 54Th Pl. ,60609,5351671,,,,,,New City,,,,,,,,,,,,,CPC-FD,,,,,,,
2461,ECE Chicago Find a School scrape.csv, Dirksen,8601 W. Foster  ,60656,5341090,,,,,,O'Hare,,,,,,,,,,,,,PFA-REG TS,,,,,,,
2462,ECE Chicago Find a School scrape.csv, Disney Magnet,4140 N. Marine Dr. ,60613,5345840,,,,,,Uptown,,,,,,,,,,,,,PFA-REG,,,,,,,
2463,ECE Chicago Find a School scrape.csv, Disney Magnet,3815 N. Kedvale Ave. ,60613,5345840,,,,,,Uptown,,,,,,,,,,,,,PFA-REG,,,,,,,
2464,ECE Chicago Find a School scrape.csv, Disney Magnet,4140 N. Marine Dr. ,60613,5345840,,,,,,Uptown,,,,,,,,,,,,,TB,,,,,,,
2465,ECE Chicago Find a School scrape.csv, Disney Magnet,3815 N. Kedvale Ave. ,60613,5345840,,,,,,Uptown,,,,,,,,,,,,,TB,,,,,,,
2466,ECE Chicago Find a School scrape.csv, Dixon,8306 S. St. Lawrence ,60619,5353834,,,,,,Chatham,,,,,,,,,,,,,PFA-REG,,,,,,,
2467,ECE Chicago Find a School scrape.csv, Dodge,2651 W. Washington ,60612,5346640,,,,,,East Garfield Park,,,,,,,,,,,,,HS-FD,,,,,,,
2468,ECE Chicago Find a School scrape.csv, Dominguez,3000 S. Lawndale Ave ,60623,5341600,,,,,,South Lawndale,,,,,,,,,,,,,PFA-REG,,,,,,,
2469,ECE Chicago Find a School scrape.csv, Doolittle East EC,535 E. 35th St ,60616,5351040,,,,,,Douglas,,,,,,,,,,,,,HS-HD,,,,,,,
2470,ECE Chicago Find a School scrape.csv, Dore,6108 S. Natoma ,60638,5352080,,,,,,Clearing,,,,,,,,,,,,,PFA-REG,,,,,,,
2471,ECE Chicago Find a School scrape.csv, Dorsey Developmental Institute,2050 E 93th St. ,60617,3754300,,,,,,Calumet Heights,,,,,,,,,,,,,CP,,,,,,,
2472,ECE Chicago Find a School scrape.csv, Dorsey Developmental Institute III,2938 E. 91st St. ,60617,9330053,,,,,,South Chicago,,,,,,,,,,,,,CP,,,,,,,
2473,ECE Chicago Find a School scrape.csv, Dubois,330 E. 133Rd St. ,60627,5355582,,,,,,Riverdale,,,,,,,,,,,,,HS-HD,,,,,,,
2474,ECE Chicago Find a School scrape.csv, Dulles,6311 S. Calumet ,60637,5350690,,,,,,Greater Grand Crossing,,,,,,,,,,,,,HS-HD,,,,,,,
2475,ECE Chicago Find a School scrape.csv, Dumas,6650 S. Ellis ,60637,5350750,,,,,,Woodlawn,,,,,,,,,,,,,PFA-REG,,,,,,,
2476,ECE Chicago Find a School scrape.csv, Dunne,10845 S. Union ,60628,5355517,,,,,,Roseland,,,,,,,,,,,,,PFA-REG,,,,,,,
2477,ECE Chicago Find a School scrape.csv, Durkin Park School,8445 S. Kolin ,60652,5352322,,,,,,Ashburn,,,,,,,,,,,,,PFA-REG,,,,,,,
2478,ECE Chicago Find a School scrape.csv, Dvorak,3615 W. 16Th St. ,60623,5341690,,,,,,North Lawndale,,,,,,,,,,,,,HS-HD,,,,,,,
2479,ECE Chicago Find a School scrape.csv, Earle,6121 S. Hermitage ,60636,5359130,,,,,,West Englewood,,,,,,,,,,,,,PFA-REG,,,,,,,
2480,ECE Chicago Find a School scrape.csv, Easter Seals Gilchrist Marchman,2345 W. North Ave ,60647,2764000,,,,,,West Town,,,,,,,,,,,,,CP,,,,,,,
2481,ECE Chicago Find a School scrape.csv, Easter Seals Windy City Kids,600 W. Madison ,60648,5756550,,,,,,Near West Side,,,,,,,,,,,,,CP,,,,,,,
2482,ECE Chicago Find a School scrape.csv, Eberhart,3400 W. 65th Pl ,60629,5359190,,,,,,Chicago Lawn,,,,,,,,,,,,,HS-HD,,,,,,,
2483,ECE Chicago Find a School scrape.csv, Ebinger,7350 W Pratt ,60631,5341070,,,,,,Edison Park,,,,,,,,,,,,,PFA-REG,,,,,,,
2484,ECE Chicago Find a School scrape.csv, Edison,6220 N. Olcott ,60631,5340960,,,,,,Norwood Park,,,,,,,,,,,,,PFA-REG,,,,,,,
2485,ECE Chicago Find a School scrape.csv, Edwards,4950 S. LaPorte ,60632,5352011,,,,,,Archer Heights,,,,,,,,,,,,,HS-HD,,,,,,,
2486,ECE Chicago Find a School scrape.csv, El Hogar California,2325 S. California ,60608,5231629,,,,,,South Lawndale,,,,,,,,,,,,,CP,,,,,,,
2487,ECE Chicago Find a School scrape.csv, El Hogar Loomis,1718 S. Loomis ,60608,5630662,,,,,,Lower West Side,,,,,,,,,,,,,CP,,,,,,,
2488,ECE Chicago Find a School scrape.csv, El Hogar New Loomis,1718 S. Loomis ,60608,5630662,,,,,,Lower West Side,,,,,,,,,,,,,CP,,,,,,,
2489,ECE Chicago Find a School scrape.csv, El Hogar New Loomis I/T,1718 S. Loomis ,60608,5630662,,,,,,Lower West Side,,,,,,,,,,,,,CP,,,,,,,
2490,ECE Chicago Find a School scrape.csv, El Hogar Racine,1854 S. Racine ,60608,2430011,,,,,,Lower West Side,,,,,,,,,,,,,CP,,,,,,,
2491,ECE Chicago Find a School scrape.csv, El Hogar Racine I/T,1854 S. Racine ,60608,2430011,,,,,,Lower West Side,,,,,,,,,,,,,CP,,,,,,,
2492,ECE Chicago Find a School scrape.csv, Ellington,243 N. Parkside ,60644,5346361,,,,,,Austin,,,,,,,,,,,,,HS-HD,,,,,,,
2493,ECE Chicago Find a School scrape.csv, Emmet,5500 W. Madison ,60644,5346050,,,,,,Austin,,,,,,,,,,,,,PFA-REG,,,,,,,
2494,ECE Chicago Find a School scrape.csv, Ericson,3600 West 5th Ave ,60624,5346660,,,,,,East Garfield Park,,,,,,,,,,,,,PFA-REG,,,,,,,
2495,ECE Chicago Find a School scrape.csv, Erie House,1701 W. Superior ,60622,5635800,,,,,,West Town,,,,,,,,,,,,,CP,,,,,,,
2496,ECE Chicago Find a School scrape.csv, Erie House I/T,1701 W. Superior ,60622,5635800,,,,,,West Town,,,,,,,,,,,,,CP,,,,,,,
2497,ECE Chicago Find a School scrape.csv, Esmond (Blended),1865 W. Montvale ,60643,5352650,,,,,,Morgan Park,,,,,,,,,,,,,HS-HD,,,,,,,
2498,ECE Chicago Find a School scrape.csv, Everett,3419 S. Bell Av. ,60608,5354550,,,,,,McKinley Park,,,,,,,,,,,,,PFA-REG,,,,,,,
2499,ECE Chicago Find a School scrape.csv, Eyes on the Future,1329 W. Loyola ,60626,9730771,,,,,,Rogers Park,,,,,,,,,,,,,CP,,,,,,,
2500,ECE Chicago Find a School scrape.csv, Eyes on the Future II,1773 W. Lunt ,60626,7628045,,,,,,Rogers Park,,,,,,,,,,,,,CP,,,,,,,
2501,ECE Chicago Find a School scrape.csv, Ezzard Charles,7946 S Ashland  ,60620,4870227,,,,,,Auburn Gresham,,,,,,,,,,,,,CP,,,,,,,
2502,ECE Chicago Find a School scrape.csv, Falconer,3020 N. Lamon ,60641,5343560,,,,,,Belmont Cragin,,,,,,,,,,,,,PFA-REG TS,,,,,,,
2503,ECE Chicago Find a School scrape.csv, Farnsworth,5414 N. Linder ,60630,5343535,,,,,,Jefferson Park,,,,,,,,,,,,,PFA-REG,,,,,,,
2504,ECE Chicago Find a School scrape.csv, Farragut,2345 S. Christiana ,60623,5341300,,,,,,South Lawndale,,,,,,,,,,,,,PFA-REG,,,,,,,
2505,ECE Chicago Find a School scrape.csv, Ferguson CPC,1420 N. Hudson ,60610,5348580,,,,,,Near North Side,,,,,,,,,,,,,CPC-FD,,,,,,,
2506,ECE Chicago Find a School scrape.csv, Finkl,2332 S. Western ,60608,5355850,,,,,,Lower West Side,,,,,,,,,,,,,HS-HD,,,,,,,
2507,ECE Chicago Find a School scrape.csv, Firman Community Svcs East,4910 S. King Drive ,60615,3733400,,,,,,Grand Boulevard,,,,,,,,,,,,,CP,,,,,,,
2508,ECE Chicago Find a School scrape.csv, Firman Community Svcs West,37 W. 47Th St ,60609,3733400,,,,,,Grand Boulevard,,,,,,,,,,,,,CP,,,,,,,
2509,ECE Chicago Find a School scrape.csv, First Congregational Church DC,1305 N. Hamlin ,60651,3848118,,,,,,Humboldt Park,,,,,,,,,,,,,CP,,,,,,,
2510,ECE Chicago Find a School scrape.csv, First Congregational Church DC I/T,1305 N. Hamlin ,60651,3848118,,,,,,Humboldt Park,,,,,,,,,,,,,CP,,,,,,,
2511,ECE Chicago Find a School scrape.csv, Fiske,6145 S. Ingleside ,60637,5350990,,,,,,Woodlawn,,,,,,,,,,,,,HS-HD,,,,,,,
2512,ECE Chicago Find a School scrape.csv, Fleming/ Grimes Br.,4918 W. 64Th St. ,60638,5352405,,,,,,Clearing,,,,,,,,,,,,,PFA-REG,,,,,,,
2513,ECE Chicago Find a School scrape.csv, Foster Park,8530 S. Wood St. ,60620,5352725,,,,,,Auburn Gresham,,,,,,,,,,,,,PFA-REG,,,,,,,
2514,ECE Chicago Find a School scrape.csv, Fuller,4214 S. St Lawrence ,60653,5351687,,,,,,Grand Boulevard,,,,,,,,,,,,,HS-HD,,,,,,,
2515,ECE Chicago Find a School scrape.csv, Fulton,5300 S. Hermitage ,60609,5359000,,,,,,New City,,,,,,,,,,,,,HS-HD,,,,,,,
2516,ECE Chicago Find a School scrape.csv, Funston,2010 N. Central Park ,60647,5344125,,,,,,Logan Square,,,,,,,,,,,,,HS-HD,,,,,,,
2517,ECE Chicago Find a School scrape.csv, Gads Hill Child Care,2653 W. Ogden ,60608,5211196,,,,,,North Lawndale,,,,,,,,,,,,,CP,,,,,,,
2518,ECE Chicago Find a School scrape.csv, Gads Hill Child Care I/T,2653 W. Ogden ,60608,5211196,,,,,,North Lawndale,,,,,,,,,,,,,CP,,,,,,,
2519,ECE Chicago Find a School scrape.csv, Gale,1631 W. Jonquil Tr. ,60626,5342100,,,,,,Rogers Park,,,,,,,,,,,,,HS-HD,,,,,,,
2520,ECE Chicago Find a School scrape.csv, Galileo Scholastic,820 S. Carpenter ,60607,5347070,,,,,,Near West Side,,,,,,,,,,,,,PFA-REG,,,,,,,
2521,ECE Chicago Find a School scrape.csv, Gallistel,10347 S. Ewing Ave. ,60617,5356540,,,,,,East Side,,,,,,,,,,,,,PFA-REG TS,,,,,,,
2522,ECE Chicago Find a School scrape.csv, Gary,3740 W. 31St St. ,60623,5341455,,,,,,South Lawndale,,,,,,,,,,,,,HS-HD,,,,,,,
2523,ECE Chicago Find a School scrape.csv, Gillespie,9301 S. State St. ,60619,5355065,,,,,,Roseland,,,,,,,,,,,,,PFA-REG,,,,,,,
2524,ECE Chicago Find a School scrape.csv, Goethe,2236 N. Rockwell ,60647,5344135,,,,,,Logan Square,,,,,,,,,,,,,PFA-REG,,,,,,,
2525,ECE Chicago Find a School scrape.csv, Goldblatt,4257 W. Adams ,60624,5346860,,,,,,West Garfield Park,,,,,,,,,,,,,HS-HD,,,,,,,
2526,ECE Chicago Find a School scrape.csv, Goodlow,2040 W. 62nd St. ,60636,5359365,,,,,,West Englewood,,,,,,,,,,,,,PFA-REG,,,,,,,
2527,ECE Chicago Find a School scrape.csv, Goudy,5120 N. Winthrop ,60640,5342480,,,,,,Uptown,,,,,,,,,,,,,HS-HD,,,,,,,
2528,ECE Chicago Find a School scrape.csv, Graham,745 W. 45th St. ,60609,5351308,,,,,,New City,,,,,,,,,,,,,HS-HD,,,,,,,
2529,ECE Chicago Find a School scrape.csv, Gray,3730 N. Laramie ,60641,5343520,,,,,,Portage Park,,,,,,,,,,,,,PFA-REG TS,,,,,,,
2530,ECE Chicago Find a School scrape.csv, Greeley,832 W. Sheridan ,60613,5345800,,,,,,Lake View,,,,,,,,,,,,,PFA-REG,,,,,,,
2531,ECE Chicago Find a School scrape.csv, Gregory,3715 W. Polk Street ,60624,5346820,,,,,,East Garfield Park,,,,,,,,,,,,,PFA-REG,,,,,,,
2532,ECE Chicago Find a School scrape.csv, Gresham,8524 S. Green ,60620,5353350,,,,,,Auburn Gresham,,,,,,,,,,,,,HS-HD,,,,,,,
2533,ECE Chicago Find a School scrape.csv, Grissom,12810 S. Escanaba ,60633,5355380,,,,,,Hegewisch,,,,,,,,,,,,,PFA-REG,,,,,,,
2534,ECE Chicago Find a School scrape.csv, Guggenheim,7141 S. Morgan ,60621,5353587,,,,,,Englewood,,,,,,,,,,,,,HS-HD,,,,,,,
2535,ECE Chicago Find a School scrape.csv, Gunsaulus Acad,4420 S. Sacramento ,60632,5357215,,,,,,Brighton Park,,,,,,,,,,,,,PFA-REG,,,,,,,
2536,ECE Chicago Find a School scrape.csv, Haines,247 W. 23rd Pl. ,60616,5349200,,,,,,Armour Square,,,,,,,,,,,,,PFA-REG,,,,,,,
2537,ECE Chicago Find a School scrape.csv, Hale,6140 S. Melvina ,60638,5352265,,,,,,Clearing,,,,,,,,,,,,,PFA-REG,,,,,,,
2538,ECE Chicago Find a School scrape.csv," Haley, Alex",11411 S. Eggleston ,60628,5355345,,,,,,Roseland,,,,,,,,,,,,,HS-HD,,,,,,,
2539,ECE Chicago Find a School scrape.csv, Hamilton,1650 W. Cornelia ,60657,5345484,,,,,,Lake View,,,,,,,,,,,,,TB,,,,,,,
2540,ECE Chicago Find a School scrape.csv, Hamline (Yr Round),4652 S. Bishop ,60609,5354520,,,,,,New City,,,,,,,,,,,,,HS-HD,,,,,,,
2541,ECE Chicago Find a School scrape.csv, Hammond,2819 W. 21st Pl ,60623,5354580,,,,,,South Lawndale,,,,,,,,,,,,,PFA-REG,,,,,,,
2542,ECE Chicago Find a School scrape.csv," Hampton, Lionel",3434 W. 77th ,60652,5354030,,,,,,Ashburn,,,,,,,,,,,,,PFA-REG,,,,,,,
2543,ECE Chicago Find a School scrape.csv, Hansberry CPC,4055 W Arthington ,60624,5346931,,,,,,North Lawndale,,,,,,,,,,,,,CPC-FD,,,,,,,
2544,ECE Chicago Find a School scrape.csv, Hanson Park,2318 N. Lorel ,60639,5342926,,,,,,Belmont Cragin,,,,,,,,,,,,,PFA-REG,,,,,,,
2545,ECE Chicago Find a School scrape.csv, Hanson Park,5411 W. Fullerton ,60639,5343100,,,,,,Belmont Cragin,,,,,,,,,,,,,PFA-REG,,,,,,,
2546,ECE Chicago Find a School scrape.csv, Happy Holiday Nursery,401 E. 111th St ,60628,8217009,,,,,,Roseland,,,,,,,,,,,,,CP,,,,,,,
2547,ECE Chicago Find a School scrape.csv, Harte,1556 E. 56th St. ,60637,5350870,,,,,,Hyde Park,,,,,,,,,,,,,PFA-REG,,,,,,,
2548,ECE Chicago Find a School scrape.csv, Harvard,7525 S. Harvard ,60620,5353045,,,,,,Greater Grand Crossing,,,,,,,,,,,,,PFA-REG,,,,,,,
2549,ECE Chicago Find a School scrape.csv, Haugan,4540 N. Hamlin ,60625,5345040,,,,,,Albany Park,,,,,,,,,,,,,PFA-REG,,,,,,,
2550,ECE Chicago Find a School scrape.csv, Hay,1018 N. Laramie ,60651,5346000,,,,,,Austin,,,,,,,,,,,,,HS-HD,,,,,,,
2551,ECE Chicago Find a School scrape.csv, Hayt,1518 W. Granville ,60660,5342040,,,,,,Edgewater,,,,,,,,,,,,,PFA-REG,,,,,,,
2552,ECE Chicago Find a School scrape.csv, Healy,3040 S. Parnell ,60616,5349170,,,,,,Bridgeport,,,,,,,,,,,,,PFA-REG,,,,,,,
2553,ECE Chicago Find a School scrape.csv, Hearst,4640 S. Lamon ,60638,5352376,,,,,,Garfield Ridge,,,,,,,,,,,,,PFA-REG,,,,,,,
2554,ECE Chicago Find a School scrape.csv, Hedges,4747 S. Winchester ,60609,5357360,,,,,,New City,,,,,,,,,,,,,PFA-REG TS,,,,,,,
2555,ECE Chicago Find a School scrape.csv, Hefferan,4409 W. Wilcox St ,60624,5346192,,,,,,West Garfield Park,,,,,,,,,,,,,PFA-REG,,,,,,,
2556,ECE Chicago Find a School scrape.csv, Henderson,5650 S. Wolcott ,60636,5359080,,,,,,West Englewood,,,,,,,,,,,,,PFA-REG,,,,,,,
2557,ECE Chicago Find a School scrape.csv, Hendricks,4316 S. Princeton ,60609,5351696,,,,,,Fuller Park,,,,,,,,,,,,,PFA-REG,,,,,,,
2558,ECE Chicago Find a School scrape.csv, Henry,4250 N. St. Louis ,60618,5345060,,,,,,Irving Park,,,,,,,,,,,,,PFA-REG,,,,,,,
2559,ECE Chicago Find a School scrape.csv, Henry Booth House Gentry,2326 S.Dearborn ,60616,7910051,,,,,,Near South Side,,,,,,,,,,,,,CP,,,,,,,
2560,ECE Chicago Find a School scrape.csv, Henry Booth Near South,2929 S. Wabash ,60616,7910424,,,,,,Douglas,,,,,,,,,,,,,CP,,,,,,,
2561,ECE Chicago Find a School scrape.csv, Henson (Olive),1326 S. Avers Ave ,60623,5341804,,,,,,North Lawndale,,,,,,,,,,,,,HS-HD,,,,,,,
2562,ECE Chicago Find a School scrape.csv, Herbert,2131 W. Monroe ,60612,5347806,,,,,,Near West Side,,,,,,,,,,,,,HS-HD,,,,,,,
2563,ECE Chicago Find a School scrape.csv, Herzl (CPC),1401 S. Hamlin ,60623,5341751,,,,,,North Lawndale,,,,,,,,,,,,,CPC-FD,,,,,,,
2564,ECE Chicago Find a School scrape.csv, Hibbard,3244 W. Ainslie ,60625,5345191,,,,,,Albany Park,,,,,,,,,,,,,PFA-REG,,,,,,,
2565,ECE Chicago Find a School scrape.csv, Higgins,11710 S. Morgan ,60643,5355625,,,,,,West Pullman,,,,,,,,,,,,,HS-HD,,,,,,,
2566,ECE Chicago Find a School scrape.csv, Hinton,644 W. 71st Street ,60621,5353875,,,,,,Englewood,,,,,,,,,,,,,HS-FD,,,,,,,
2567,ECE Chicago Find a School scrape.csv, Hitch,5625 N. Mcvicker ,60646,5341189,,,,,,Norwood Park,,,,,,,,,,,,,PFA-REG,,,,,,,
2568,ECE Chicago Find a School scrape.csv, Holden,1104 W. 31st Street ,60608,5357200,,,,,,Bridgeport,,,,,,,,,,,,,PFA-REG,,,,,,,
2569,ECE Chicago Find a School scrape.csv, Holmes,955 W. Garfield ,60621,5359025,,,,,,Englewood,,,,,,,,,,,,,HS-HD,,,,,,,
2570,ECE Chicago Find a School scrape.csv, Home of Life II,4650 W. Madison ,60644,6268655,,,,,,Austin,,,,,,,,,,,,,CP,,,,,,,
2571,ECE Chicago Find a School scrape.csv, Home of Life II I/T,4650 W. Madison ,60644,6268655,,,,,,Austin,,,,,,,,,,,,,CP,,,,,,,
2572,ECE Chicago Find a School scrape.csv, Home of Life Just For You,4650 W. Madison ,60644,6268655,,,,,,Austin,,,,,,,,,,,,,CP,,,,,,,
2573,ECE Chicago Find a School scrape.csv, Howard Area EC Center,7638 N. Paulina ,60626,2624309,,,,,,Rogers Park,,,,,,,,,,,,,CP,,,,,,,
2574,ECE Chicago Find a School scrape.csv, Howe,720 N. Lorel ,60644,5346060,,,,,,Austin,,,,,,,,,,,,,PFA-REG,,,,,,,
2575,ECE Chicago Find a School scrape.csv," Hughes, C.",4247 W. 15Th St. ,60623,5341762,,,,,,North Lawndale,,,,,,,,,,,,,PFA-REG,,,,,,,
2576,ECE Chicago Find a School scrape.csv," Hughes, L.",240 W. 104th St. ,60628,5355075,,,,,,Roseland,,,,,,,,,,,,,HS-HD,,,,,,,
2577,ECE Chicago Find a School scrape.csv, Hull House - Parkway,500 E. 67th St. ,60619,4931306,,,,,,Woodlawn,,,,,,,,,,,,,CP,,,,,,,
2578,ECE Chicago Find a School scrape.csv, Hull House - Uptown,4520 N. Beacon  ,60640,5613500,,,,,,Uptown,,,,,,,,,,,,,CP,,,,,,,
2579,ECE Chicago Find a School scrape.csv, Hurley,3849 W. 69Th St ,60629,5352068,,,,,,West Lawn,,,,,,,,,,,,,HS-HD,,,,,,,
2580,ECE Chicago Find a School scrape.csv, Inter-American,851 W. Waveland  ,60657,5345490,,,,,,Lake View,,,,,,,,,,,,,PFA-REG,,,,,,,
2581,ECE Chicago Find a School scrape.csv, Irving,749 S. Oakley Blvd ,60612,5347295,,,,,,Near West Side,,,,,,,,,,,,,PFA-REG,,,,,,,
2582,ECE Chicago Find a School scrape.csv, Irving Park Early Learning Ctr,3023 W. Montrose ,60618,5397422,,,,,,Irving Park,,,,,,,,,,,,,CP,,,,,,,
2583,ECE Chicago Find a School scrape.csv," Jackson,M",917 W. 88Th St. ,60620,5353341,,,,,,Auburn Gresham,,,,,,,,,,,,,PFA-REG,,,,,,,
2584,ECE Chicago Find a School scrape.csv, Jahn,3149 N. Wolcott ,60657,5345500,,,,,,Lake View,,,,,,,,,,,,,PFA-REG,,,,,,,
2585,ECE Chicago Find a School scrape.csv, Jenner,1119 N. Cleveland ,60610,5348440,,,,,,Near North Side,,,,,,,,,,,,,HS-HD,,,,,,,
2586,ECE Chicago Find a School scrape.csv, Jensen Schol Acad,3030 W. Harrison ,60612,5346840,,,,,,East Garfield Park,,,,,,,,,,,,,PFA-REG,,,,,,,
2587,ECE Chicago Find a School scrape.csv, Johnson,1420 S. Albany ,60623,5341829,,,,,,North Lawndale,,,,,,,,,,,,,HS-HD,,,,,,,
2588,ECE Chicago Find a School scrape.csv, Joplin,7931 S. Honore St. ,60620,5353425,,,,,,Auburn Gresham,,,,,,,,,,,,,PFA-REG,,,,,,,
2589,ECE Chicago Find a School scrape.csv, Jordan,7414 N. Wolcott ,60626,5342220,,,,,,Rogers Park,,,,,,,,,,,,,HS-HD,,,,,,,
2590,ECE Chicago Find a School scrape.csv, Jungman,1746 S. Miller ,60608,5347375,,,,,,Lower West Side,,,,,,,,,,,,,HS-HD,,,,,,,
2591,ECE Chicago Find a School scrape.csv, Kanoon,2233 S. Kedzie ,60623,5341736,,,,,,South Lawndale,,,,,,,,,,,,,PFA-REG,,,,,,,
2592,ECE Chicago Find a School scrape.csv, Keller,3020 W. 108th St. ,60655,5352636,,,,,,Mount Greenwood,,,,,,,,,,,,,CP,,,,,,,
2593,ECE Chicago Find a School scrape.csv, Kellman Corp Comm,751 S. Sacramento Blvd ,60612,5346602,,,,,,East Garfield Park,,,,,,,,,,,,,PFA-REG,,,,,,,
2594,ECE Chicago Find a School scrape.csv, Kenyatta's Day Care Center,2334 E. 75th St. ,60649,2213777,,,,,,South Shore,,,,,,,,,,,,,CP,,,,,,,
2595,ECE Chicago Find a School scrape.csv, Kershaw,6450 S. Lowe ,60621,5353050,,,,,,Englewood,,,,,,,,,,,,,HS-HD,,,,,,,
2596,ECE Chicago Find a School scrape.csv, Kiddie Korner,645 W. 127th St. ,60628,8215437,,,,,,West Pullman,,,,,,,,,,,,,CP,,,,,,,
2597,ECE Chicago Find a School scrape.csv," Kidwatch Plus, Inc.",3901 N. Ridgeway ,60618,5395431,,,,,,Irving Park,,,,,,,,,,,,,CP,,,,,,,
2598,ECE Chicago Find a School scrape.csv, Kilmer,6700 N. Greenview ,60626,5342115,,,,,,Rogers Park,,,,,,,,,,,,,PFA-REG,,,,,,,
2599,ECE Chicago Find a School scrape.csv, King,740 S. Campbell Ave ,60612,5347898,,,,,,Near West Side,,,,,,,,,,,,,PFA-REG,,,,,,,
2600,ECE Chicago Find a School scrape.csv, Kinzie,5625 S. Mobile ,60638,5352425,,,,,,Garfield Ridge,,,,,,,,,,,,,PFA-REG,,,,,,,
2601,ECE Chicago Find a School scrape.csv, KKP - Kiddy Kare I,4444 S. Kedzie ,60632,2476642,,,,,,Brighton Park,,,,,,,,,,,,,CP,,,,,,,
2602,ECE Chicago Find a School scrape.csv, KKP - Kidz Colony,6287 S. Archer ,60638,7670844,,,,,,Garfield Ridge,,,,,,,,,,,,,CP,,,,,,,
2603,ECE Chicago Find a School scrape.csv, KKP - Little Learners Daycare,5923 W. 63rd St. ,60609,5815541,,,,,,Clearing,,,,,,,,,,,,,CP,,,,,,,
2604,ECE Chicago Find a School scrape.csv, KKP - Little Tykes I,1711 W. 35th St. ,60609,2548396,,,,,,McKinley Park,,,,,,,,,,,,,CP,,,,,,,
2605,ECE Chicago Find a School scrape.csv, KKP - Little Tykes II,1723 W. 35th St. ,60609,5791793,,,,,,McKinley Park,,,,,,,,,,,,,CP,,,,,,,
2606,ECE Chicago Find a School scrape.csv, Kohn,10414 S. State  ,60628,5355489,,,,,,Roseland,,,,,,,,,,,,,HS-HD,,,,,,,
2607,ECE Chicago Find a School scrape.csv, Kozminski Com Acad,936 E. 54th St. ,60615,5350980,,,,,,Hyde Park,,,,,,,,,,,,,PFA-REG,,,,,,,
2608,ECE Chicago Find a School scrape.csv, Lafayette,2714 W. Augusta Bl. ,60622,5344326,,,,,,West Town,,,,,,,,,,,,,HS-HD,,,,,,,
2609,ECE Chicago Find a School scrape.csv, Lara,4619 S. Wolcott ,60609,5354389,,,,,,New City,,,,,,,,,,,,,PFA-REG,,,,,,,
2610,ECE Chicago Find a School scrape.csv, Lasalle Lang Acad,1148 N. Honore ,60614,5344284,,,,,,Lincoln Park,,,,,,,,,,,,,PFA-REG,,,,,,,
2611,ECE Chicago Find a School scrape.csv, Laurance Amour,630 S. Ashland ,60607,9426501,,,,,,Near West Side,,,,,,,,,,,,,CP,,,,,,,
2612,ECE Chicago Find a School scrape.csv, Lavizzo,138 W. 109Th St ,60628,5355300,,,,,,Roseland,,,,,,,,,,,,,HS-HD,,,,,,,
2613,ECE Chicago Find a School scrape.csv, Lawndale,3500 W. Douglas ,60623,5341635,,,,,,North Lawndale,,,,,,,,,,,,,HS-HD,,,,,,,
2614,ECE Chicago Find a School scrape.csv, Lawrence,9928 S. Crandon ,60617,5356320,,,,,,South Deering,,,,,,,,,,,,,PFA-REG,,,,,,,
2615,ECE Chicago Find a School scrape.csv, Lee,6448 S. Tripp ,60629,5352255,,,,,,West Lawn,,,,,,,,,,,,,PFA-REG,,,,,,,
2616,ECE Chicago Find a School scrape.csv, Leland,5221 W. Congress ,60644,5346340,,,,,,Austin,,,,,,,,,,,,,PFA-REG,,,,,,,
2617,ECE Chicago Find a School scrape.csv, Lenart,8101 S. LaSalle ,60620,5350040,,,,,,Chatham,,,,,,,,,,,,,PFA-REG,,,,,,,
2618,ECE Chicago Find a School scrape.csv, Lewis,1431 N. Leamington ,60651,5343060,,,,,,Austin,,,,,,,,,,,,,PFA-REG,,,,,,,
2619,ECE Chicago Find a School scrape.csv, Libby,5338 S. Loomis ,60609,5359350,,,,,,New City,,,,,,,,,,,,,PFA-REG,,,,,,,
